"";"ModelNumber";"Model";"Run";"Successes";"Successes_A";"Successes_B";"Allocated_A";"Allocated_B"
"2978";"6. Biased  coin";"6. Biased  coin";497;401;90;311;503;497
"2979";"2. Neyman known";"2. Neyman known";497;421;79;342;442;558
"2980";"3. RSIHR Known";"3. RSIHR Known";497;463;72;391;363;637
"2981";"4. Rosenberger known";"4. Rosenberger known";497;539;28;511;152;848
"2982";"5. Optimal adjusted";"5. Optimal adjusted";497;370;106;264;560;440
"2983";"1. Random";"1. Random";498;385;88;297;509;491
"2984";"6. Biased  coin";"6. Biased  coin";498;374;95;279;500;500
"2985";"2. Neyman known";"2. Neyman known";498;421;93;328;442;558
"2986";"3. RSIHR Known";"3. RSIHR Known";498;451;80;371;369;631
"2987";"4. Rosenberger known";"4. Rosenberger known";498;545;27;518;134;866
"2988";"5. Optimal adjusted";"5. Optimal adjusted";498;380;105;275;504;496
"2989";"1. Random";"1. Random";499;392;88;304;501;499
"2990";"6. Biased  coin";"6. Biased  coin";499;416;99;317;503;498
"2991";"2. Neyman known";"2. Neyman known";499;436;85;351;421;579
"2992";"3. RSIHR Known";"3. RSIHR Known";499;483;69;414;341;659
"2993";"4. Rosenberger known";"4. Rosenberger known";499;562;28;534;144;856
"2994";"5. Optimal adjusted";"5. Optimal adjusted";499;398;92;306;523;477
"2995";"1. Random";"1. Random";500;415;96;319;483;517
"2996";"6. Biased  coin";"6. Biased  coin";500;419;97;322;499;501
"2997";"2. Neyman known";"2. Neyman known";500;424;81;343;437;563
"2998";"3. RSIHR Known";"3. RSIHR Known";500;465;75;390;367;633
"2999";"4. Rosenberger known";"4. Rosenberger known";500;570;24;546;136;864
"3000";"5. Optimal adjusted";"5. Optimal adjusted";500;395;99;296;539;461
"3001";"1. Random";"1. Random";501;404;101;303;493;507
"3002";"6. Biased  coin";"6. Biased  coin";501;416;111;305;502;499
"3003";"2. Neyman known";"2. Neyman known";501;439;89;350;448;552
"3004";"3. RSIHR Known";"3. RSIHR Known";501;472;99;373;401;599
"3005";"4. Rosenberger known";"4. Rosenberger known";501;546;27;519;141;859
"3006";"5. Optimal adjusted";"5. Optimal adjusted";501;393;116;277;537;463
"3007";"1. Random";"1. Random";502;416;104;312;472;528
"3008";"6. Biased  coin";"6. Biased  coin";502;395;103;292;501;501
"3009";"2. Neyman known";"2. Neyman known";502;393;98;295;477;523
"3010";"3. RSIHR Known";"3. RSIHR Known";502;452;78;374;355;645
"3011";"4. Rosenberger known";"4. Rosenberger known";502;534;33;501;138;862
"3012";"5. Optimal adjusted";"5. Optimal adjusted";502;401;116;285;526;474
"3013";"1. Random";"1. Random";503;382;91;291;492;508
"3014";"6. Biased  coin";"6. Biased  coin";503;402;108;294;500;501
"3015";"2. Neyman known";"2. Neyman known";503;421;95;326;465;535
"3016";"3. RSIHR Known";"3. RSIHR Known";503;441;77;364;387;613
"3017";"4. Rosenberger known";"4. Rosenberger known";503;546;28;518;128;872
"3018";"5. Optimal adjusted";"5. Optimal adjusted";503;376;114;262;547;453
"3019";"1. Random";"1. Random";504;410;95;315;492;508
"3020";"6. Biased  coin";"6. Biased  coin";504;416;105;311;500;500
"3021";"2. Neyman known";"2. Neyman known";504;411;80;331;446;554
"3022";"3. RSIHR Known";"3. RSIHR Known";504;461;61;400;358;642
"3023";"4. Rosenberger known";"4. Rosenberger known";504;551;26;525;142;858
"3024";"5. Optimal adjusted";"5. Optimal adjusted";504;378;95;283;541;459
"3025";"1. Random";"1. Random";505;408;111;297;530;470
"3026";"6. Biased  coin";"6. Biased  coin";505;402;105;297;498;502
"3027";"2. Neyman known";"2. Neyman known";505;419;93;326;462;538
"3028";"3. RSIHR Known";"3. RSIHR Known";505;468;72;396;349;651
"3029";"4. Rosenberger known";"4. Rosenberger known";505;538;26;512;132;868
"3030";"5. Optimal adjusted";"5. Optimal adjusted";505;383;114;269;544;456
"3031";"1. Random";"1. Random";506;406;109;297;504;496
"3032";"6. Biased  coin";"6. Biased  coin";506;420;116;304;502;499
"3033";"2. Neyman known";"2. Neyman known";506;442;106;336;456;544
"3034";"3. RSIHR Known";"3. RSIHR Known";506;469;85;384;356;644
"3035";"4. Rosenberger known";"4. Rosenberger known";506;549;30;519;131;869
"3036";"5. Optimal adjusted";"5. Optimal adjusted";506;394;113;281;546;454
"3037";"1. Random";"1. Random";507;413;93;320;526;474
"3038";"6. Biased  coin";"6. Biased  coin";507;415;102;313;500;500
"3039";"2. Neyman known";"2. Neyman known";507;458;72;386;413;587
"3040";"3. RSIHR Known";"3. RSIHR Known";507;465;65;400;368;632
"3041";"4. Rosenberger known";"4. Rosenberger known";507;564;17;547;135;865
"3042";"5. Optimal adjusted";"5. Optimal adjusted";507;391;100;291;528;472
"3043";"1. Random";"1. Random";508;391;115;276;537;463
"3044";"6. Biased  coin";"6. Biased  coin";508;386;83;303;500;500
"3045";"2. Neyman known";"2. Neyman known";508;429;96;333;455;545
"3046";"3. RSIHR Known";"3. RSIHR Known";508;433;80;353;377;623
"3047";"4. Rosenberger known";"4. Rosenberger known";508;556;27;529;130;870
"3048";"5. Optimal adjusted";"5. Optimal adjusted";508;373;106;267;547;453
"3049";"1. Random";"1. Random";509;410;95;315;479;521
"3050";"6. Biased  coin";"6. Biased  coin";509;407;106;301;503;499
"3051";"2. Neyman known";"2. Neyman known";509;429;96;333;433;567
"3052";"3. RSIHR Known";"3. RSIHR Known";509;477;95;382;375;625
"3053";"4. Rosenberger known";"4. Rosenberger known";509;553;26;527;136;864
"3054";"5. Optimal adjusted";"5. Optimal adjusted";509;393;112;281;546;454
"3055";"1. Random";"1. Random";510;430;103;327;490;510
"3056";"6. Biased  coin";"6. Biased  coin";510;424;101;323;501;502
"3057";"2. Neyman known";"2. Neyman known";510;449;89;360;445;555
"3058";"3. RSIHR Known";"3. RSIHR Known";510;486;78;408;358;642
"3059";"4. Rosenberger known";"4. Rosenberger known";510;577;35;542;149;851
"3060";"5. Optimal adjusted";"5. Optimal adjusted";510;384;103;281;547;453
"3061";"1. Random";"1. Random";511;377;92;285;519;481
"3062";"6. Biased  coin";"6. Biased  coin";511;402;97;305;502;500
"3063";"2. Neyman known";"2. Neyman known";511;411;92;319;457;543
"3064";"3. RSIHR Known";"3. RSIHR Known";511;444;78;366;384;616
"3065";"4. Rosenberger known";"4. Rosenberger known";511;526;26;500;139;861
"3066";"5. Optimal adjusted";"5. Optimal adjusted";511;381;100;281;529;471
"3067";"1. Random";"1. Random";512;378;78;300;529;471
"3068";"6. Biased  coin";"6. Biased  coin";512;377;87;290;504;498
"3069";"2. Neyman known";"2. Neyman known";512;396;80;316;463;537
"3070";"3. RSIHR Known";"3. RSIHR Known";512;443;68;375;375;625
"3071";"4. Rosenberger known";"4. Rosenberger known";512;546;27;519;156;844
"3072";"5. Optimal adjusted";"5. Optimal adjusted";512;368;95;273;550;450
"3073";"1. Random";"1. Random";513;402;90;312;482;518
"3074";"6. Biased  coin";"6. Biased  coin";513;396;91;305;500;500
"3075";"2. Neyman known";"2. Neyman known";513;416;93;323;471;529
"3076";"3. RSIHR Known";"3. RSIHR Known";513;450;66;384;372;628
"3077";"4. Rosenberger known";"4. Rosenberger known";513;545;25;520;129;871
"3078";"5. Optimal adjusted";"5. Optimal adjusted";513;384;95;289;525;475
"3079";"1. Random";"1. Random";514;421;112;309;500;500
"3080";"6. Biased  coin";"6. Biased  coin";514;388;99;289;503;498
"3081";"2. Neyman known";"2. Neyman known";514;403;97;306;449;551
"3082";"3. RSIHR Known";"3. RSIHR Known";514;461;86;375;351;649
"3083";"4. Rosenberger known";"4. Rosenberger known";514;527;34;493;145;855
"3084";"5. Optimal adjusted";"5. Optimal adjusted";514;360;100;260;526;474
"3085";"1. Random";"1. Random";515;379;92;287;501;499
"3086";"6. Biased  coin";"6. Biased  coin";515;377;94;283;500;500
"3087";"2. Neyman known";"2. Neyman known";515;410;89;321;444;556
"3088";"3. RSIHR Known";"3. RSIHR Known";515;457;70;387;339;661
"3089";"4. Rosenberger known";"4. Rosenberger known";515;523;22;501;143;857
"3090";"5. Optimal adjusted";"5. Optimal adjusted";515;366;109;257;554;446
"3091";"1. Random";"1. Random";516;409;104;305;495;505
"3092";"6. Biased  coin";"6. Biased  coin";516;396;107;289;502;498
"3093";"2. Neyman known";"2. Neyman known";516;423;87;336;441;559
"3094";"3. RSIHR Known";"3. RSIHR Known";516;456;79;377;356;644
"3095";"4. Rosenberger known";"4. Rosenberger known";516;545;29;516;140;860
"3096";"5. Optimal adjusted";"5. Optimal adjusted";516;380;104;276;527;473
"3097";"1. Random";"1. Random";517;391;104;287;509;491
"3098";"6. Biased  coin";"6. Biased  coin";517;386;85;301;501;501
"3099";"2. Neyman known";"2. Neyman known";517;424;98;326;477;523
"3100";"3. RSIHR Known";"3. RSIHR Known";517;470;77;393;374;626
"3101";"4. Rosenberger known";"4. Rosenberger known";517;555;31;524;138;862
"3102";"5. Optimal adjusted";"5. Optimal adjusted";517;388;116;272;556;444
"3103";"1. Random";"1. Random";518;372;100;272;520;480
"3104";"6. Biased  coin";"6. Biased  coin";518;380;91;289;501;499
"3105";"2. Neyman known";"2. Neyman known";518;411;82;329;445;555
"3106";"3. RSIHR Known";"3. RSIHR Known";518;435;68;367;359;641
"3107";"4. Rosenberger known";"4. Rosenberger known";518;542;25;517;146;854
"3108";"5. Optimal adjusted";"5. Optimal adjusted";518;356;94;262;555;445
"3109";"1. Random";"1. Random";519;390;104;286;514;486
"3110";"6. Biased  coin";"6. Biased  coin";519;388;103;285;504;497
"3111";"2. Neyman known";"2. Neyman known";519;420;91;329;453;547
"3112";"3. RSIHR Known";"3. RSIHR Known";519;437;72;365;380;620
"3113";"4. Rosenberger known";"4. Rosenberger known";519;544;27;517;138;862
"3114";"5. Optimal adjusted";"5. Optimal adjusted";519;373;109;264;547;453
"3115";"1. Random";"1. Random";520;429;101;328;477;523
"3116";"6. Biased  coin";"6. Biased  coin";520;387;84;303;503;498
"3117";"2. Neyman known";"2. Neyman known";520;415;86;329;472;528
"3118";"3. RSIHR Known";"3. RSIHR Known";520;464;66;398;369;631
"3119";"4. Rosenberger known";"4. Rosenberger known";520;567;28;539;130;870
"3120";"5. Optimal adjusted";"5. Optimal adjusted";520;402;108;294;533;467
"3121";"1. Random";"1. Random";521;402;88;314;483;517
"3122";"6. Biased  coin";"6. Biased  coin";521;418;106;312;503;497
"3123";"2. Neyman known";"2. Neyman known";521;420;79;341;445;555
"3124";"3. RSIHR Known";"3. RSIHR Known";521;452;60;392;370;630
"3125";"4. Rosenberger known";"4. Rosenberger known";521;564;29;535;129;871
"3126";"5. Optimal adjusted";"5. Optimal adjusted";521;386;105;281;561;439
"3127";"1. Random";"1. Random";522;407;96;311;502;498
"3128";"6. Biased  coin";"6. Biased  coin";522;388;90;298;500;501
"3129";"2. Neyman known";"2. Neyman known";522;401;78;323;466;534
"3130";"3. RSIHR Known";"3. RSIHR Known";522;434;52;382;356;644
"3131";"4. Rosenberger known";"4. Rosenberger known";522;542;23;519;141;859
"3132";"5. Optimal adjusted";"5. Optimal adjusted";522;376;101;275;550;450
"3133";"1. Random";"1. Random";523;397;89;308;489;511
"3134";"6. Biased  coin";"6. Biased  coin";523;406;93;313;500;500
"3135";"2. Neyman known";"2. Neyman known";523;446;79;367;407;593
"3136";"3. RSIHR Known";"3. RSIHR Known";523;450;82;368;368;632
"3137";"4. Rosenberger known";"4. Rosenberger known";523;533;24;509;146;854
"3138";"5. Optimal adjusted";"5. Optimal adjusted";523;341;89;252;560;440
"3139";"1. Random";"1. Random";524;378;85;293;493;507
"3140";"6. Biased  coin";"6. Biased  coin";524;382;90;292;500;501
"3141";"2. Neyman known";"2. Neyman known";524;391;87;304;478;522
"3142";"3. RSIHR Known";"3. RSIHR Known";524;440;73;367;369;631
"3143";"4. Rosenberger known";"4. Rosenberger known";524;522;24;498;145;855
"3144";"5. Optimal adjusted";"5. Optimal adjusted";524;378;102;276;544;456
"3145";"1. Random";"1. Random";525;362;89;273;524;476
"3146";"6. Biased  coin";"6. Biased  coin";525;389;86;303;501;500
"3147";"2. Neyman known";"2. Neyman known";525;410;69;341;443;557
"3148";"3. RSIHR Known";"3. RSIHR Known";525;453;72;381;350;650
"3149";"4. Rosenberger known";"4. Rosenberger known";525;526;17;509;142;858
"3150";"5. Optimal adjusted";"5. Optimal adjusted";525;368;87;281;553;447
"3151";"1. Random";"1. Random";526;422;87;335;472;528
"3152";"6. Biased  coin";"6. Biased  coin";526;419;107;312;505;497
"3153";"2. Neyman known";"2. Neyman known";526;418;87;331;452;548
"3154";"3. RSIHR Known";"3. RSIHR Known";526;455;71;384;357;643
"3155";"4. Rosenberger known";"4. Rosenberger known";526;552;26;526;143;857
"3156";"5. Optimal adjusted";"5. Optimal adjusted";526;368;104;264;573;427
"3157";"1. Random";"1. Random";527;409;98;311;489;511
"3158";"6. Biased  coin";"6. Biased  coin";527;394;106;288;499;502
"3159";"2. Neyman known";"2. Neyman known";527;409;93;316;467;533
"3160";"3. RSIHR Known";"3. RSIHR Known";527;479;84;395;343;657
"3161";"4. Rosenberger known";"4. Rosenberger known";527;521;27;494;160;840
"3162";"5. Optimal adjusted";"5. Optimal adjusted";527;399;115;284;517;483
"3163";"1. Random";"1. Random";528;393;91;302;508;492
"3164";"6. Biased  coin";"6. Biased  coin";528;407;94;313;502;500
"3165";"2. Neyman known";"2. Neyman known";528;415;69;346;434;566
"3166";"3. RSIHR Known";"3. RSIHR Known";528;472;67;405;357;643
"3167";"4. Rosenberger known";"4. Rosenberger known";528;564;29;535;141;859
"3168";"5. Optimal adjusted";"5. Optimal adjusted";528;406;104;302;524;476
"3169";"1. Random";"1. Random";529;440;92;348;468;532
"3170";"6. Biased  coin";"6. Biased  coin";529;432;104;328;503;499
"3171";"2. Neyman known";"2. Neyman known";529;451;87;364;429;571
"3172";"3. RSIHR Known";"3. RSIHR Known";529;469;65;404;340;660
"3173";"4. Rosenberger known";"4. Rosenberger known";529;553;26;527;156;844
"3174";"5. Optimal adjusted";"5. Optimal adjusted";529;398;99;299;527;473
"3175";"1. Random";"1. Random";530;386;98;288;518;482
"3176";"6. Biased  coin";"6. Biased  coin";530;388;95;293;501;499
"3177";"2. Neyman known";"2. Neyman known";530;405;79;326;454;546
"3178";"3. RSIHR Known";"3. RSIHR Known";530;444;68;376;367;633
"3179";"4. Rosenberger known";"4. Rosenberger known";530;537;27;510;151;849
"3180";"5. Optimal adjusted";"5. Optimal adjusted";530;382;94;288;533;467
"3181";"1. Random";"1. Random";531;402;104;298;528;472
"3182";"6. Biased  coin";"6. Biased  coin";531;402;96;306;506;499
"3183";"2. Neyman known";"2. Neyman known";531;418;76;342;453;547
"3184";"3. RSIHR Known";"3. RSIHR Known";531;467;72;395;367;633
"3185";"4. Rosenberger known";"4. Rosenberger known";531;541;21;520;144;856
"3186";"5. Optimal adjusted";"5. Optimal adjusted";531;387;104;283;525;475
"3187";"1. Random";"1. Random";532;396;84;312;497;503
"3188";"6. Biased  coin";"6. Biased  coin";532;392;81;311;500;500
"3189";"2. Neyman known";"2. Neyman known";532;441;100;341;461;539
"3190";"3. RSIHR Known";"3. RSIHR Known";532;464;61;403;350;650
"3191";"4. Rosenberger known";"4. Rosenberger known";532;545;27;518;158;842
"3192";"5. Optimal adjusted";"5. Optimal adjusted";532;381;94;287;542;458
"3193";"1. Random";"1. Random";533;403;90;313;494;506
"3194";"6. Biased  coin";"6. Biased  coin";533;392;101;291;500;501
"3195";"2. Neyman known";"2. Neyman known";533;414;75;339;425;575
"3196";"3. RSIHR Known";"3. RSIHR Known";533;430;68;362;380;620
"3197";"4. Rosenberger known";"4. Rosenberger known";533;527;33;494;162;838
"3198";"5. Optimal adjusted";"5. Optimal adjusted";533;375;87;288;506;494
"3199";"1. Random";"1. Random";534;408;116;292;542;458
"3200";"6. Biased  coin";"6. Biased  coin";534;399;102;297;502;499
"3201";"2. Neyman known";"2. Neyman known";534;443;98;345;434;566
"3202";"3. RSIHR Known";"3. RSIHR Known";534;457;73;384;376;624
"3203";"4. Rosenberger known";"4. Rosenberger known";534;550;34;516;144;856
"3204";"5. Optimal adjusted";"5. Optimal adjusted";534;401;124;277;534;466
"3205";"1. Random";"1. Random";535;389;89;300;489;511
"3206";"6. Biased  coin";"6. Biased  coin";535;408;104;304;501;500
"3207";"2. Neyman known";"2. Neyman known";535;397;88;309;471;529
"3208";"3. RSIHR Known";"3. RSIHR Known";535;452;73;379;371;629
"3209";"4. Rosenberger known";"4. Rosenberger known";535;552;31;521;156;844
"3210";"5. Optimal adjusted";"5. Optimal adjusted";535;382;110;272;566;434
"3211";"1. Random";"1. Random";536;407;100;307;489;511
"3212";"6. Biased  coin";"6. Biased  coin";536;402;102;300;502;501
"3213";"2. Neyman known";"2. Neyman known";536;460;93;367;414;586
"3214";"3. RSIHR Known";"3. RSIHR Known";536;473;79;394;358;642
"3215";"4. Rosenberger known";"4. Rosenberger known";536;545;27;518;135;865
"3216";"5. Optimal adjusted";"5. Optimal adjusted";536;399;110;289;524;476
"3217";"1. Random";"1. Random";537;412;107;305;519;481
"3218";"6. Biased  coin";"6. Biased  coin";537;417;111;306;504;499
"3219";"2. Neyman known";"2. Neyman known";537;433;78;355;432;568
"3220";"3. RSIHR Known";"3. RSIHR Known";537;469;79;390;362;638
"3221";"4. Rosenberger known";"4. Rosenberger known";537;541;33;508;158;842
"3222";"5. Optimal adjusted";"5. Optimal adjusted";537;374;103;271;539;461
"3223";"1. Random";"1. Random";538;416;101;315;500;500
"3224";"6. Biased  coin";"6. Biased  coin";538;414;108;306;500;500
"3225";"2. Neyman known";"2. Neyman known";538;433;88;345;422;578
"3226";"3. RSIHR Known";"3. RSIHR Known";538;446;69;377;378;622
"3227";"4. Rosenberger known";"4. Rosenberger known";538;563;33;530;135;865
"3228";"5. Optimal adjusted";"5. Optimal adjusted";538;399;103;296;520;480
"3229";"1. Random";"1. Random";539;379;78;301;503;497
"3230";"6. Biased  coin";"6. Biased  coin";539;397;83;314;501;499
"3231";"2. Neyman known";"2. Neyman known";539;423;87;336;466;534
"3232";"3. RSIHR Known";"3. RSIHR Known";539;461;68;393;370;630
"3233";"4. Rosenberger known";"4. Rosenberger known";539;551;22;529;134;866
"3234";"5. Optimal adjusted";"5. Optimal adjusted";539;387;86;301;521;479
"3235";"1. Random";"1. Random";540;400;101;299;507;493
"3236";"6. Biased  coin";"6. Biased  coin";540;411;101;310;500;500
"3237";"2. Neyman known";"2. Neyman known";540;417;93;324;454;546
"3238";"3. RSIHR Known";"3. RSIHR Known";540;446;68;378;373;627
"3239";"4. Rosenberger known";"4. Rosenberger known";540;558;30;528;138;862
"3240";"5. Optimal adjusted";"5. Optimal adjusted";540;394;107;287;522;478
"3241";"1. Random";"1. Random";541;426;109;317;496;504
"3242";"6. Biased  coin";"6. Biased  coin";541;412;95;317;500;500
"3243";"2. Neyman known";"2. Neyman known";541;422;91;331;449;551
"3244";"3. RSIHR Known";"3. RSIHR Known";541;470;62;408;351;649
"3245";"4. Rosenberger known";"4. Rosenberger known";541;579;35;544;143;857
"3246";"5. Optimal adjusted";"5. Optimal adjusted";541;401;108;293;530;470
"3247";"1. Random";"1. Random";542;390;96;294;502;498
"3248";"6. Biased  coin";"6. Biased  coin";542;384;91;293;500;500
"3249";"2. Neyman known";"2. Neyman known";542;415;77;338;439;561
"3250";"3. RSIHR Known";"3. RSIHR Known";542;435;69;366;373;627
"3251";"4. Rosenberger known";"4. Rosenberger known";542;511;26;485;157;843
"3252";"5. Optimal adjusted";"5. Optimal adjusted";542;339;96;243;549;451
"3253";"1. Random";"1. Random";543;396;100;296;498;502
"3254";"6. Biased  coin";"6. Biased  coin";543;374;89;285;501;500
"3255";"2. Neyman known";"2. Neyman known";543;416;98;318;460;540
"3256";"3. RSIHR Known";"3. RSIHR Known";543;451;69;382;362;638
"3257";"4. Rosenberger known";"4. Rosenberger known";543;549;37;512;144;856
"3258";"5. Optimal adjusted";"5. Optimal adjusted";543;401;116;285;531;469
"3259";"1. Random";"1. Random";544;406;91;315;457;543
